Module,File,Line,Method,Endpoint,RequestFields,Client
components,src/components/LeadViewLayer.jsx,213,POST,{VITE_APIURL}Feedback,"bookingID, custID, serviceRating, serviceReview, techID, techRating, techReview, Id, RegistrationNumber, BrandID, ModelID, FuelTypeID, KmDriven, YearOfPurchase, VehicleId, FullName, PhoneNumber, Email, GSTNumber, GSTName, City, Latitude, Longitude, AddressId, leadId, status, notes, nextAction, nextFollowUp_Date, created_By, type",axios
components,src/components/ServicesRatingLayer.jsx,26,GET,{VITE_APIURL}Feedback?EmployeeId={employeeId}&RoleName={roleName},,axios
components,src/components/LeadViewLayer.jsx,242,GET,{VITE_APIURL}Feedback/feedback?bookingId={bookingId},,axios
components,src/components/ServicesRatingLayer.jsx,45,PUT,{VITE_APIURL}Feedback/update-feedback-approval,"feedbackId, is_Approve",axios
components,src/components/VehicleFuelLayer.jsx,176,DELETE,{VITE_APIURL}FuelTypes/,StateID,axios
components,src/components/AddLeadLayer.jsx,79,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/BasicInformationLayer.jsx,217,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/LeadViewLayer.jsx,494,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/ServiceInspectionRequestLayer.jsx,198,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/ServicePlanPriceAddLayer.jsx,60,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,110,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/ServicePlanPriceEditLayer.jsx,60,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/VehicleFuelLayer.jsx,64,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/VehicleModelLayer.jsx,84,GET,{VITE_APIURL}FuelTypes/GetFuelTypes,,axios
components,src/components/VehicleFuelLayer.jsx,134,POST,{VITE_APIURL}FuelTypes/InsertFuelType,"{key}, Status, ModifiedBy, CreatedBy",axios
components,src/components/VehicleFuelLayer.jsx,131,PUT,{VITE_APIURL}FuelTypes/UpdateFuelType,"{key}, Status, ModifiedBy, CreatedBy",axios
components,src/components/ServicePlanAddLayer.jsx,57,GET,{VITE_APIURL}GST/GstMaster,,axios
components,src/components/BookServicesLayer.jsx,248,GET,{VITE_APIURL}Includes,,axios
components,src/components/CaseStudiesAddLayer.jsx,85,GET,{VITE_APIURL}Includes,,axios
components,src/components/DealerBookingsView.jsx,97,GET,{VITE_APIURL}Includes,,axios
components,src/components/IncludesLayer.jsx,64,GET,{VITE_APIURL}Includes,,axios
components,src/components/ServicePlanAddLayer.jsx,139,GET,{VITE_APIURL}Includes,,axios
components,src/components/BookServicesLayer.jsx,830,POST,{VITE_APIURL}Includes,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/BookServicesLayer.jsx,886,POST,{VITE_APIURL}Includes,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/IncludesLayer.jsx,140,POST,{VITE_APIURL}Includes,,axios
components,src/components/IncludesLayer.jsx,135,PUT,{VITE_APIURL}Includes,,axios
components,src/components/ServiceIntakeListLayer.jsx,40,GET,{VITE_APIURL}Inspection,,axios
components,src/components/ServiceIntakeListLayer.jsx,138,GET,{VITE_APIURL}Inspection/checklist-pdf/{inspectionId},,axios
components,src/components/ServiceInspectionRequestLayer.jsx,387,POST,{VITE_APIURL}Inspection/insert,"TrackId, CustName, PhoneNumber, Email, InspectionDate, Location, Area, VehicleNumber, Brand, Model, Fuel, YearOfPurchase, KmDriven, TechnicianName, Remarks, RecommendedServices, InspectionAmount, AmountStatus, Images, ChecklistItems",axios
components,src/components/ServiceInspectionRequestLayer.jsx,437,POST,{VITE_APIURL}Inspection/payment-complete,"qrId, inspectionId",axios
components,src/components/ServiceIntakeListLayer.jsx,61,POST,{VITE_APIURL}Inspection/payment-complete,"qrId, inspectionId",axios
components,src/components/ForwardLeadsLayer.jsx,56,GET,{VITE_APIURL}Leads,,fetch
components,src/components/LeadsAssignLayer.jsx,42,GET,{VITE_APIURL}Leads,,fetch
components,src/components/EmployeeLeadsReportLayer.jsx,71,GET,{VITE_APIURL}Leads/AssignedLeads?Emp_Assign={employeeId}&DateType=UpdatedDate OR CreatedDate&FromDate={fromDate}&ToDate={toDate},,axios
components,src/components/LeadsAssignLayer.jsx,332,POST,{VITE_APIURL}Leads/AssignLeadsToEmployee,"leadIds, head_Assign, emp_Assign",axios
components,src/components/LeadsAssignLayer.jsx,285,POST,{VITE_APIURL}Leads/AssignLeadsToHead,"leadIds, head_Assign, emp_Assign",axios
components,src/components/BookServicesLayer.jsx,1910,POST,{VITE_APIURL}Leads/confirm-booking-addons-by-supervisor,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/BookServicesLayer.jsx,1987,POST,{VITE_APIURL}Leads/confirm-booking-addons-by-supervisor,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/LeadViewLayer.jsx,1242,POST,{VITE_APIURL}Leads/ConvertLead,,axios
components,src/components/RevenueReports.jsx,95,GET,{VITE_APIURL}Leads/dealer-summary,,axios
components,src/components/LeadReportsLayer.jsx,82,GET,{VITE_APIURL}Leads/EmployeeFollowupStatus?{params.join},,axios
components,src/components/BookingViewLayer.jsx,3323,POST,{VITE_APIURL}Leads/GenerateEstimationInvoice,bookingID,axios
components,src/components/InvoiceViewLayer.jsx,257,POST,{VITE_APIURL}Leads/GenerateEstimationInvoice,bookingID,axios
components,src/components/BookingViewLayer.jsx,3205,POST,{VITE_APIURL}Leads/GenerateFinalInvoice,bookingID,axios
components,src/components/InvoiceViewLayer.jsx,266,POST,{VITE_APIURL}Leads/GenerateFinalInvoice,bookingID,axios
components,src/components/BasicInformationLayer.jsx,117,GET,{VITE_APIURL}Leads/GetLeadsByIds?LeadIds={bookingData.LeadId},,fetch
components,src/components/LeadViewLayer.jsx,388,GET,{VITE_APIURL}Leads/GetLeadsByIds?LeadIds={leadId},,fetch
components,src/components/LeadViewOnlyLayer.jsx,40,GET,{VITE_APIURL}Leads/GetLeadsByIds?LeadIds={leadId},,fetch
components,src/components/LeadViewLayer.jsx,1124,POST,{VITE_APIURL}Leads/InsertLeadFollowUp,"bookingID, custID, serviceRating, serviceReview, techID, techRating, techReview, Id, RegistrationNumber, BrandID, ModelID, FuelTypeID, KmDriven, YearOfPurchase, VehicleId, FullName, PhoneNumber, Email, GSTNumber, GSTName, City, Latitude, Longitude, AddressId, leadId, status, notes, nextAction, nextFollowUp_Date, created_By, type",fetch
components,src/components/AddLeadLayer.jsx,161,POST,{VITE_APIURL}Leads/InsertOrUpdateFacebookLead,"FullName, PhoneNumber, Email, City, CreatedDate, Platform, RegistrationNumber, BrandID, ModelID, FuelTypeID, ...{ObjectExpression} OR {ObjectExpression}",fetch
components,src/components/BasicInformationLayer.jsx,609,POST,{VITE_APIURL}Leads/InsertOrUpdateFacebookLead,"Id, bookingID, FullName, PhoneNumber, Email, City, Latitude, Longitude, AddressId, custID",axios
components,src/components/BasicInformationLayer.jsx,859,POST,{VITE_APIURL}Leads/InsertOrUpdateFacebookLead,"id, customerId, accountHolderName, bankName, accountNumber, ifscCode, branch, upiId, userId, Id, RegistrationNumber, BrandID, ModelID, FuelTypeID, KmDriven, YearOfPurchase, VehicleId, custID",fetch
components,src/components/LeadViewLayer.jsx,829,POST,{VITE_APIURL}Leads/InsertOrUpdateFacebookLead,"bookingID, custID, serviceRating, serviceReview, techID, techRating, techReview, Id, RegistrationNumber, BrandID, ModelID, FuelTypeID, KmDriven, YearOfPurchase, VehicleId, FullName, PhoneNumber, Email, GSTNumber, GSTName, City, Latitude, Longitude, AddressId, leadId, status, notes, nextAction, nextFollowUp_Date, created_By, type",fetch
components,src/components/LeadViewLayer.jsx,906,POST,{VITE_APIURL}Leads/InsertOrUpdateFacebookLead,"bookingID, custID, serviceRating, serviceReview, techID, techRating, techReview, Id, RegistrationNumber, BrandID, ModelID, FuelTypeID, KmDriven, YearOfPurchase, VehicleId, FullName, PhoneNumber, Email, GSTNumber, GSTName, City, Latitude, Longitude, AddressId, leadId, status, notes, nextAction, nextFollowUp_Date, created_By, type",fetch
components,src/components/InvoiceViewLayer.jsx,559,POST,{VITE_APIURL}Leads/SendEstimationInvoiceEmail,"bookingID, invoiceNumber",axios
components,src/components/InvoiceViewLayer.jsx,367,POST,{VITE_APIURL}Leads/SendEstimationInvoiceWhatsApp,"bookingID, invoiceNumber",axios
components,src/components/InvoiceViewLayer.jsx,461,POST,{VITE_APIURL}Leads/SendFinalInvoiceEmail,"bookingID, invoiceNumber",axios
components,src/components/InvoiceViewLayer.jsx,412,POST,{VITE_APIURL}Leads/SendFinalInvoiceWhatsApp,"bookingID, invoiceNumber",axios
components,src/components/SupportDashboardLayer.jsx,46,GET,{VITE_APIURL}Leads/telecaller-headcount?headAssignId={employeeData.Id} OR {VITE_APIURL}Leads/telecaller-headcount?empId={employeeData.Id},,axios
components,src/components/TodayLeadsLayer.jsx,37,GET,{VITE_APIURL}Leads/TodayAssignedFollowUpLeads?EmpId={{localStorage.getItem}}&PageNumber={pageNumber}&PageSize=100&SearchText={{search.trim}}&Status={callOutcome},,axios
components,src/components/ForwardLeadsLayer.jsx,188,POST,{VITE_APIURL}Leads/TransferLead,"leadIds, fromEmployeeId, toEmployeeId, roleName, createdBy, reason",axios
components,src/components/OrganicLeadsLayer.jsx,299,POST,{VITE_APIURL}Leads/TransferLead,"leadIds, fromEmployeeId, toEmployeeId, roleName, createdBy, reason",axios
components,src/components/OrganicLeadsLayer.jsx,784,POST,{VITE_APIURL}Leads/UploadExcel,file,axios
components,src/components/LeaveListLayer.jsx,25,GET,{VITE_APIURL}LeaveRequest,,axios
components,src/components/LeaveEditLayer.jsx,62,PUT,{VITE_APIURL}LeaveRequest?leaveId={LeaveID}&status={status},,axios
components,src/components/LeaveEditLayer.jsx,37,GET,{VITE_APIURL}LeaveRequest/leaveid?leaveid={LeaveID},,axios
components,src/components/NotificationTemplatesLayer.jsx,29,GET,{VITE_APIURL}NotificationTemplate,,axios
components,src/components/NotificationTemplatesLayer.jsx,50,POST,{VITE_APIURL}NotificationTemplate,,axios
components,src/components/NotificationTemplatesLayer.jsx,48,PUT,{VITE_APIURL}NotificationTemplate,,axios
components,src/components/NotificationTemplatesLayer.jsx,77,DELETE,{VITE_APIURL}NotificationTemplate/{id},,axios
components/child,src/components/child/RecentTransactions.jsx,17,GET,{VITE_APIURL}Payments,,axios
components,src/components/PaymentListLayer.jsx,46,GET,{VITE_APIURL}Payments,,axios
components,src/components/TicketInnerLayer.jsx,364,PUT,{VITE_APIURL}Payments,"bookingID, isRefunded",axios
components,src/components/BookingViewLayer.jsx,4009,POST,{VITE_APIURL}Payments/final-payment-link,"bookingId, paymentAmount, phoneNumber, email, couponCode, couponAmount, customerId",axios
components,src/components/BookingViewLayer.jsx,4063,POST,{VITE_APIURL}Payments/InsertBookingAddOnsPayment,"bookingID, amountPaid, paymentMode, paymentStatus, paymentType, couponAmount, couponCode, createdBy, ProofAttachment",axios
components/child,src/components/child/RevenueReportCharts.jsx,121,GET,{VITE_APIURL}Payments/Revenue?groupBy={daily|weekly|monthly|yearly}&fromDate={fromDate}&toDate={toDate},,axios
components,src/components/PermissionLayer.jsx,45,GET,{VITE_APIURL}Permission,,axios
components,src/components/RolePermissionLayer.jsx,26,GET,{VITE_APIURL}Permission,,axios
components,src/components/PermissionLayer.jsx,92,POST,{VITE_APIURL}Permission,"page, name, IsActive",axios
components,src/components/PermissionLayer.jsx,84,PUT,{VITE_APIURL}Permission,"page, name, IsActive, id",axios
components,src/components/PermissionLayer.jsx,166,DELETE,{VITE_APIURL}Permission/{id},,axios
components,src/components/ServicePlanListLayer.jsx,77,DELETE,{VITE_APIURL}PlanPackage/,PlanID,axios
components,src/components/CaseStudiesAddLayer.jsx,102,GET,{VITE_APIURL}PlanPackage/GetPlanPackageDetailsByID/{PackageID},,axios
components,src/components/ServicePlanAddLayer.jsx,156,GET,{VITE_APIURL}PlanPackage/GetPlanPackageDetailsByID/{PackageID},,axios
components,src/components/BookServicesLayer.jsx,163,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/BookServicesLayer.jsx,570,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/CaseStudiesLayer.jsx,29,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/ExplanationsAddLayer.jsx,52,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/FaqsAddLayer.jsx,52,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/SeoAddLayer.jsx,60,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/ServicePlanListLayer.jsx,27,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/ServicePlanPriceAddLayer.jsx,61,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,111,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/ServicePlanPriceEditLayer.jsx,61,GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,axios
components,src/components/BookServicesLayer.jsx,744,POST,{VITE_APIURL}PlanPackage/InsertPlanPackage,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/CaseStudiesAddLayer.jsx,242,POST,{VITE_APIURL}PlanPackage/UpdatePlanPackage OR {VITE_APIURL}PlanPackage/InsertPlanPackage,"PackageName, CategoryID, SubCategoryID, Default_Price, TotalPrice, IsActive, PackageImage, IncludeID, BannerImages, EstimatedDurationMinutes, PackageID, ModifiedBy, CreatedBy",axios
components,src/components/ServicePlanAddLayer.jsx,314,POST,{VITE_APIURL}PlanPackage/UpdatePlanPackage OR {VITE_APIURL}PlanPackage/InsertPlanPackage,"PackageName, CategoryID, SubCategoryID, Default_Price, TotalPrice, gst_p, inc_gstamt, gst_amt, IsActive, PackageImage, IncludeID, BannerImages, EstimatedDurationMinutes, PackageID, ModifiedBy, CreatedBy",axios
components,src/components/ServicePlanPriceListLayer.jsx,23,GET,{VITE_APIURL}PlanPackagePrice,,axios
components,src/components/ServicePlanPriceAddLayer.jsx,178,POST,{VITE_APIURL}PlanPackagePrice/AddPlanPackagePrice,"{key}, ModifiedBy",axios
components,src/components/ServicePlanPriceAddLayer11.jsx,327,POST,{VITE_APIURL}PlanPackagePrice/AddPlanPackagePrice,"BrandID, ModelID, PackageID, FuelTypeID, Serv_Reg_Price, Serv_Off_Price, IsActive, ModifiedBy",axios
components,src/components/ServicePlanPriceEditLayer.jsx,178,POST,{VITE_APIURL}PlanPackagePrice/AddPlanPackagePrice,"{key}, ModifiedBy",axios
components,src/components/ServicePlanPriceListLayer.jsx,47,DELETE,{VITE_APIURL}PlanPackagePrice/Delete,PlanPriceID,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,142,GET,{VITE_APIURL}PlanPackagePrice/GetPricesByBrandAndPackage?brandId={data.BrandID}&packageId={data.PackageID},,axios
components,src/components/ServicePlanPriceAddLayer.jsx,76,GET,{VITE_APIURL}PlanPackagePrice/planpackagepriceid?planpackagepriceid={PlanPackagePriceID},,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,127,GET,{VITE_APIURL}PlanPackagePrice/planpackagepriceid?planpackagepriceid={PlanPackagePriceID},,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,182,GET,{VITE_APIURL}PlanPackagePrice/planpackagepriceid?planpackagepriceid={PlanPackagePriceID},,axios
components,src/components/ServicePlanPriceEditLayer.jsx,76,GET,{VITE_APIURL}PlanPackagePrice/planpackagepriceid?planpackagepriceid={PlanPackagePriceID},,axios
components,src/components/ServicePlanPriceAddLayer.jsx,175,PUT,{VITE_APIURL}PlanPackagePrice/UpdatePlanPackagePrice,"{key}, ModifiedBy",axios
components,src/components/ServicePlanPriceAddLayer11.jsx,325,PUT,{VITE_APIURL}PlanPackagePrice/UpdatePlanPackagePrice,"BrandID, ModelID, PackageID, FuelTypeID, Serv_Reg_Price, Serv_Off_Price, IsActive, ModifiedBy",axios
components,src/components/ServicePlanPriceEditLayer.jsx,175,PUT,{VITE_APIURL}PlanPackagePrice/UpdatePlanPackagePrice,"{key}, ModifiedBy",axios
masterLayout,src/masterLayout/MasterLayout.jsx,378,POST,{VITE_APIURL}Push/register,"userId, userRole, fcmToken, platform",fetch
components,src/components/NotificationSendLayer.jsx,38,POST,{VITE_APIURL}Push/send-notification,"role, title, body, link",axios
components,src/components/BookingViewLayer.jsx,2693,POST,{VITE_APIURL}Refund/Refund,"amount, bookingId",axios
components,src/components/PaymentListLayer.jsx,90,POST,{VITE_APIURL}Refund/Refund,"bookingId, paymentId, amount",axios
components,src/components/RefundLayer.jsx,451,POST,{VITE_APIURL}Refund/Refund,"amount, bookingId, paymentId",axios
components/child,src/components/child/TodaysBookings.jsx,18,GET,{VITE_APIURL}Reports?fromDate={0}&toDate={0},,axios
components,src/components/TodayBookingsLayer.jsx,31,GET,{VITE_APIURL}Reports?fromDate={fromDate}&toDate={toDate},,axios
components/child,src/components/child/TopCustomer.jsx,57,GET,{VITE_APIURL}Reports/GetCollectionAmount,,axios
components/child,src/components/child/TopCustomer.jsx,38,GET,{VITE_APIURL}Reports/GetCollectionAmount?fromDate={{formatDate}}&toDate={{formatDate}},,axios
components/child,src/components/child/TopCustomer.jsx,44,GET,{VITE_APIURL}Reports/GetCollectionAmount?fromDate={{formatDate}}&toDate={{formatDate}},,axios
components/child,src/components/child/TopCustomer.jsx,50,GET,{VITE_APIURL}Reports/GetCollectionAmount?fromDate={{formatDate}}&toDate={{formatDate}},,axios
components,src/components/BookingViewLayer.jsx,990,POST,{VITE_APIURL}Reschedules,"bookingID, reason, oldSchedule, newSchedule, timeSlot, requestedBy, Status",axios
components,src/components/BookingViewLayer.jsx,3725,POST,{VITE_APIURL}Rework/insert,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/RolePermissionLayer.jsx,111,POST,{VITE_APIURL}rolehaspermissions,"permission_ids, role_id, isActive",axios
masterLayout,src/masterLayout/MasterLayout.jsx,144,GET,{VITE_APIURL}rolehaspermissions/id?roleId={{localStorage.getItem}},,axios
components,src/components/RolePermissionLayer.jsx,52,GET,{VITE_APIURL}rolehaspermissions/id?roleId={roleId},,axios
context,src/context/PermissionContext.jsx,88,GET,{VITE_APIURL}rolehaspermissions/id?roleId={roleId},,axios
components,src/components/EmployeeAddLayer.jsx,139,GET,{VITE_APIURL}Roles,,axios
components,src/components/NotificationSendLayer.jsx,17,GET,{VITE_APIURL}Roles,,axios
components,src/components/RoleLayer.jsx,45,GET,{VITE_APIURL}Roles,,axios
components,src/components/RoleLayer.jsx,91,POST,{VITE_APIURL}Roles,"name, IsActive",axios
components,src/components/RoleLayer.jsx,84,PUT,{VITE_APIURL}Roles,"name, IsActive, id",axios
components,src/components/RoleLayer.jsx,165,DELETE,{VITE_APIURL}Roles/,RoleID,axios
components,src/components/SeoListLayer.jsx,18,GET,{VITE_APIURL}Seometa,,axios
components,src/components/SeoAddLayer.jsx,286,POST,{VITE_APIURL}Seometa,"page_slug, seo_title, seo_description, seo_keywords, content, seo_score",axios
components,src/components/SeoAddLayer.jsx,295,PUT,{VITE_APIURL}Seometa,"seo_id, page_slug, seo_title, seo_description, seo_keywords, content, seo_score",axios
components,src/components/SeoAddLayer.jsx,92,GET,{VITE_APIURL}Seometa/seo_id?seoid={seoid},,axios
components,src/components/BookingViewLayer.jsx,1061,POST,{VITE_APIURL}ServiceImages/CancelCarPickupDelivery?id={service.AddOnID},,axios
components,src/components/DealerVehicleReportLayer.jsx,36,GET,{VITE_APIURL}ServiceImages/DealerPickupDeliveryReport?dealerId={{localStorage.getItem}},,axios
components,src/components/ServiceInspectionRequestLayer.jsx,113,GET,{VITE_APIURL}ServiceImages/GetChecklistForTechnician?planId=184,,axios
components,src/components/BookingViewLayer.jsx,694,GET,{VITE_APIURL}ServiceImages/GetTechnicianRecordsByAssignDate?assignDate={date} OR {0}&assignTimeSlot={{startTime.substring}} OR }&endTimeslot={{endTime.substring}} OR },,axios
components,src/components/InspectionChecklistAccordion.jsx,18,GET,{VITE_APIURL}ServiceImages/InspectionChecklistPdf/{bookingId},,fetch
components,src/components/BookingViewLayer.jsx,1234,POST,{VITE_APIURL}ServiceImages/ReassignCarPickupDelivery,"id, newTechID, newAssignDate, assignTimeSlot, endTimeslot",axios
components,src/components/BookingViewLayer.jsx,1129,POST,{VITE_APIURL}ServiceImages/RescheduleCarPickupDelivery,"id, newAssignDate, assignTimeSlot, endTimeslot",axios
components,src/components/ClosedLeadsLayer.jsx,34,GET,{VITE_APIURL}ServiceLeads/FacebookLeads?EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,fetch
components,src/components/LeadsLayer.jsx,37,GET,{VITE_APIURL}ServiceLeads/FacebookLeads?EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,fetch
components,src/components/OrganicLeadsLayer.jsx,66,GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber={page}&pageSize=100&searchText={text}&platform={platformFilter}&Status={callOutcome}&fromDate={fromDate}&toDate={toDate}&DateType=CreatedDate OR ModifiedDate&EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,fetch
components,src/components/OrganicLeadsLayer.jsx,751,GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber={page}&pageSize=100&searchText={text}&platform={platformFilter}&Status={callOutcome}&fromDate={fromDate}&toDate={toDate}&DateType=CreatedDate OR ModifiedDate&EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,axios
components,src/components/OrganicLeadsLayer.jsx,842,GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber={page}&pageSize=100&searchText={text}&platform={platformFilter}&Status={callOutcome}&fromDate={fromDate}&toDate={toDate}&DateType=CreatedDate OR ModifiedDate&EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,fetch
masterLayout,src/masterLayout/MasterLayout.jsx,550,GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber=1&pageSize=500&Status=Next+Follow+Up&EmployeeId={employeeData.Id}&RoleName={employeeData.RoleName},,axios
components,src/components/IncludesLayer.jsx,105,GET,{VITE_APIURL}Skills,,axios
components,src/components/SkillLayer.jsx,29,GET,{VITE_APIURL}Skills,,axios
components,src/components/TechniciansAddLayer.jsx,170,GET,{VITE_APIURL}Skills,,axios
components,src/components/SkillLayer.jsx,69,POST,{VITE_APIURL}Skills,"...{formData}, ModifiedBy, ...{rest}, CreatedBy",axios
