Method,Endpoint,RequestFields,SourceFiles,SourceLocations,Client
POST,{VITE_APIURL}ServiceImages/CancelCarPickupDelivery?id={service.AddOnID},,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1061,axios
GET,{VITE_APIURL}ServiceImages/DealerPickupDeliveryReport?dealerId={{localStorage.getItem}},,src/components/DealerVehicleReportLayer.jsx,src/components/DealerVehicleReportLayer.jsx:36,axios
GET,{VITE_APIURL}ServiceImages/GetChecklistForTechnician?planId=184,,src/components/ServiceInspectionRequestLayer.jsx,src/components/ServiceInspectionRequestLayer.jsx:113,axios
GET,{VITE_APIURL}ServiceImages/GetTechnicianRecordsByAssignDate?assignDate={date} OR {0}&assignTimeSlot={{startTime.substring}} OR }&endTimeslot={{endTime.substring}} OR },,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:694,axios
GET,{VITE_APIURL}ServiceImages/InspectionChecklistPdf/{bookingId},,src/components/InspectionChecklistAccordion.jsx,src/components/InspectionChecklistAccordion.jsx:18,fetch
POST,{VITE_APIURL}ServiceImages/ReassignCarPickupDelivery,"assignTimeSlot, endTimeslot, id, newAssignDate, newTechID",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1234,axios
POST,{VITE_APIURL}ServiceImages/RescheduleCarPickupDelivery,"assignTimeSlot, endTimeslot, id, newAssignDate",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1129,axios
GET,{VITE_APIURL}ServiceLeads/FacebookLeads?EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,src/components/ClosedLeadsLayer.jsx; src/components/LeadsLayer.jsx,src/components/ClosedLeadsLayer.jsx:34; src/components/LeadsLayer.jsx:37,fetch
GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber={page}&pageSize=100&searchText={text}&platform={platformFilter}&Status={callOutcome}&fromDate={fromDate}&toDate={toDate}&DateType=CreatedDate OR ModifiedDate&EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,src/components/OrganicLeadsLayer.jsx,src/components/OrganicLeadsLayer.jsx:66; src/components/OrganicLeadsLayer.jsx:751; src/components/OrganicLeadsLayer.jsx:842,"axios, fetch"
GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber=1&pageSize=500&Status=Next+Follow+Up&EmployeeId={employeeData.Id}&RoleName={employeeData.RoleName},,src/masterLayout/MasterLayout.jsx,src/masterLayout/MasterLayout.jsx:550,axios
GET,{VITE_APIURL}Skills,,src/components/IncludesLayer.jsx; src/components/SkillLayer.jsx; src/components/TechniciansAddLayer.jsx,src/components/IncludesLayer.jsx:105; src/components/SkillLayer.jsx:29; src/components/TechniciansAddLayer.jsx:170,axios
POST,{VITE_APIURL}Skills,"...{formData}, ...{rest}, CreatedBy, ModifiedBy",src/components/SkillLayer.jsx,src/components/SkillLayer.jsx:69,axios
PUT,{VITE_APIURL}Skills,,src/components/SkillLayer.jsx,src/components/SkillLayer.jsx:57,axios
GET,{VITE_APIURL}State,,src/components/AreaLayer.jsx; src/components/CityLayer.jsx; src/components/CustomerAddLayer.jsx; src/components/DealerAddLayer.jsx; src/components/DealerProfileLayer.jsx; src/components/DistributorLayer.jsx; src/components/StateLayer.jsx; src/components/TechniciansAddLayer.jsx,src/components/AreaLayer.jsx:83; src/components/CityLayer.jsx:59; src/components/CustomerAddLayer.jsx:68; src/components/DealerAddLayer.jsx:210; src/components/DealerProfileLayer.jsx:151; src/components/DistributorLayer.jsx:83; src/components/StateLayer.jsx:46; src/components/TechniciansAddLayer.jsx:130,axios
POST,{VITE_APIURL}State,"IsActive, StateName",src/components/StateLayer.jsx,src/components/StateLayer.jsx:92,axios
PUT,{VITE_APIURL}State,"IsActive, StateID, StateName",src/components/StateLayer.jsx,src/components/StateLayer.jsx:85,axios
DELETE,{VITE_APIURL}State/,StateID,src/components/CityLayer.jsx; src/components/StateLayer.jsx,src/components/CityLayer.jsx:133; src/components/StateLayer.jsx:166,axios
GET,{VITE_APIURL}SubCategory1,,src/components/CaseStudiesAddLayer.jsx; src/components/IncludesLayer.jsx; src/components/ServicePlanAddLayer.jsx; src/components/ServiceSubCategories1Layer.jsx,src/components/CaseStudiesAddLayer.jsx:74; src/components/IncludesLayer.jsx:92; src/components/ServicePlanAddLayer.jsx:128; src/components/ServiceSubCategories1Layer.jsx:59,axios
POST,{VITE_APIURL}SubCategory1/AddSubCategory1,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories1Layer.jsx,src/components/ServiceSubCategories1Layer.jsx:139,axios
PUT,{VITE_APIURL}SubCategory1/UpdateSubCategory1,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories1Layer.jsx,src/components/ServiceSubCategories1Layer.jsx:136,axios
GET,{VITE_APIURL}SubCategory2,,src/components/ServiceSubCategories2Layer.jsx,src/components/ServiceSubCategories2Layer.jsx:54,axios
POST,{VITE_APIURL}SubCategory2/AddSubCategory2,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories2Layer.jsx,src/components/ServiceSubCategories2Layer.jsx:134,axios
PUT,{VITE_APIURL}SubCategory2/UpdateSubCategory2,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories2Layer.jsx,src/components/ServiceSubCategories2Layer.jsx:131,axios
POST,{VITE_APIURL}Supervisor/add-temp-addons,"AssignedBy, AssingedTimeSlot, BookingID, Role, ServiceType, TechID, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, bookingID, bookingId, bookingIds, cancelledBy, completedBy, completedRole, createdBy, endTimeslot, fieldAdvisorId, ids, is_Completed, lastReworkID, leadId, reason, refundStatus, role, scheduledDate, status, statusName, supervisorHeadId, supervisorID, techID, ticketId, timeSlot, timeslot",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:2800; src/components/BookingViewLayer.jsx:2863,axios
POST,{VITE_APIURL}Supervisor/AssignToFieldAdvisor,"bookingIds, fieldAdvisorId, supervisorHeadId",src/components/BasicInformationLayer.jsx,src/components/BasicInformationLayer.jsx:323,fetch
POST,{VITE_APIURL}Supervisor/AssignToSupervisorHead,"areaId, assignStatus, assignedDate, bookingIds, createdBy, supervisorHeadId",src/components/BasicInformationLayer.jsx; src/components/LeadViewLayer.jsx,src/components/BasicInformationLayer.jsx:973; src/components/LeadViewLayer.jsx:758,fetch
PUT,{VITE_APIURL}Supervisor/Booking,"TimeSlot, bookingDate, bookingID",src/components/BasicInformationLayer.jsx; src/components/BookServicesLayer.jsx; src/components/LeadViewLayer.jsx,src/components/BasicInformationLayer.jsx:638; src/components/BookServicesLayer.jsx:1698; src/components/BookServicesLayer.jsx:1831; src/components/LeadViewLayer.jsx:977,axios
GET,{VITE_APIURL}Supervisor/BookingMetrics?FromDate={startDate}&ToDate={endDate},,src/components/BookingReportsLayer.jsx,src/components/BookingReportsLayer.jsx:32,axios
POST,{VITE_APIURL}Supervisor/confirm,"ProofAttachment, addOnId, amountPaid, bookingID, couponAmount, couponCode, createdBy, employeeId, paymentMode, paymentStatus, paymentType",src/components/BookingViewLayer.jsx; src/components/FieldAdvisorDashboardLayer.jsx,src/components/BookingViewLayer.jsx:2085; src/components/FieldAdvisorDashboardLayer.jsx:182,axios
POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingData.BookingID}&supervisorId={{Number}},,src/components/InvoiceViewLayer.jsx,src/components/InvoiceViewLayer.jsx:352; src/components/InvoiceViewLayer.jsx:546,axios
POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingId}&supervisorId={OptionalMemberExpression} OR 0},,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1938,axios
POST,{VITE_APIURL}Supervisor/CustomerConfirmationImages,"ProofAttachment, amountPaid, bookingID, couponAmount, couponCode, createdBy, paymentMode, paymentStatus, paymentType",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:3565,axios
GET,{VITE_APIURL}Supervisor/ExistingBookings?PhoneNumber={lead.PhoneNumber},,src/components/LeadViewLayer.jsx; src/components/LeadViewOnlyLayer.jsx,src/components/LeadViewLayer.jsx:512; src/components/LeadViewOnlyLayer.jsx:67,axios
GET,{VITE_APIURL}Supervisor/GetNotConfirmedBookings?supervisorHeadId={supervisorHeadId},,src/components/SupervisorHeadDashboardLayer.jsx,src/components/SupervisorHeadDashboardLayer.jsx:65,axios
GET,{VITE_APIURL}Supervisor/GetPendingApprovalBookings?RoleId={roleId}&EmployeeId={{localStorage.getItem}},,src/components/FieldAdvisorDashboardLayer.jsx; src/components/SupervisorHeadDashboardLayer.jsx,src/components/FieldAdvisorDashboardLayer.jsx:47; src/components/SupervisorHeadDashboardLayer.jsx:43; src/components/SupervisorHeadDashboardLayer.jsx:76,axios
DELETE,{VITE_APIURL}Supervisor/Id?id={item._apiId},,src/components/BookServicesLayer.jsx; src/components/DealerBookingsView.jsx,src/components/BookServicesLayer.jsx:1457; src/components/DealerBookingsView.jsx:417,axios
POST,{VITE_APIURL}Supervisor/InsertSupervisorBooking,"CategoryID, CreatedBy, Default_Price, Description, EstimatedDurationMinutes, IncludeID, IncludeName, IncludePrice, IsActive, PackageName, SkillID, SubCategoryID, TotalPrice, addOnID, basePrice, bookingId, bookingTrackID, completedBy, completedRole, createdBy, dealerID, description, gstAmount, gstPercent, id, ids, includes, inspectionDate, inspectionTimeSlot, inspectionType, isActive, is_Completed, labourCharges, leadId, modifiedBy, our_Earnings, percentage, price, quantity, serviceId, serviceName, serviceType, services, statusName, supervisorId, supervisorRole, type",src/components/BookServicesLayer.jsx,src/components/BookServicesLayer.jsx:1679; src/components/BookServicesLayer.jsx:1816,axios
POST,{VITE_APIURL}Supervisor/MoveSupervisorBookings?addOnIds={{rejectedServiceIds.join}}&custId={bookingData.CustID},"confirmDescription, confirmRole, confirmedBy, status",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:3578; src/components/BookingViewLayer.jsx:3783,axios
POST,{VITE_APIURL}Supervisor/MoveTempAddOns?bookingId={bookingId},,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:3074,axios
POST,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"AssignedBy, AssingedTimeSlot, BookingID, Role, ServiceType, TechID, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, bookingID, bookingId, bookingIds, cancelledBy, completedBy, completedRole, createdBy, endTimeslot, fieldAdvisorId, ids, is_Completed, lastReworkID, leadId, pickFrom, pickTo, pickType, reason, refundStatus, role, routeType, scheduledDate, serviceType, status, statusName, supervisorHeadId, supervisorID, techID, ticketId, timeSlot, timeslot",src/components/AssignTechnicianLayer.jsx; src/components/BookingViewLayer.jsx,src/components/AssignTechnicianLayer.jsx:228; src/components/AssignTechnicianLayer.jsx:255; src/components/BookingViewLayer.jsx:1652; src/components/BookingViewLayer.jsx:2317; src/components/BookingViewLayer.jsx:2486,axios
PUT,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"AssignedBy, AssingedTimeSlot, BookingID, Role, ServiceType, TechID, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, bookingID, bookingId, bookingIds, cancelledBy, completedBy, completedRole, createdBy, endTimeslot, fieldAdvisorId, ids, is_Completed, lastReworkID, leadId, reason, refundStatus, role, scheduledDate, status, statusName, supervisorHeadId, supervisorID, techID, ticketId, timeSlot, timeslot",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1337,axios
GET,{VITE_APIURL}Supervisor/ServiceTypes,,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:2895,axios
GET,{VITE_APIURL}Supervisor/ServiceWiseReport,,src/components/ServicesEarningReport.jsx,src/components/ServicesEarningReport.jsx:21,axios
GET,{VITE_APIURL}Supervisor/ServiceWiseReport?dealerId={{localStorage.getItem}},,src/components/DealerReportLayer.jsx,src/components/DealerReportLayer.jsx:48,axios
GET,{VITE_APIURL}Supervisor/SupervisorLeadId?LeadId={leadId},,src/components/BookServicesLayer.jsx; src/components/DealerBookingsView.jsx,src/components/BookServicesLayer.jsx:331; src/components/DealerBookingsView.jsx:211,axios
DELETE,{VITE_APIURL}Supervisor/TempAddOnService?addOnId={service.AddOnID},,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:2948,axios
GET,{VITE_APIURL}Supervisor/TempServices,,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:2907,axios
PUT,{VITE_APIURL}Supervisor/UpdateAddOnCompletion,"AssignedBy, AssingedTimeSlot, BookingID, CategoryID, CreatedBy, Default_Price, Description, EstimatedDurationMinutes, IncludeID, IncludeName, IncludePrice, IsActive, PackageName, Role, ServiceType, SkillID, SubCategoryID, TechID, TotalPrice, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, basePrice, bookingID, bookingId, bookingIds, bookingTrackID, cancelledBy, completedBy, completedRole, createdBy, dealerID, description, endTimeslot, fieldAdvisorId, gstAmount, gstPercent, id, ids, includes, inspectionDate, inspectionTimeSlot, inspectionType, isActive, is_Completed, labourCharges, lastReworkID, leadId, modifiedBy, our_Earnings, percentage, price, quantity, reason, refundStatus, role, scheduledDate, serviceId, serviceName, serviceType, services, status, statusName, supervisorHeadId, supervisorID, supervisorId, supervisorRole, techID, ticketId, timeSlot, timeslot, type",src/components/BookServicesLayer.jsx; src/components/BookingViewLayer.jsx; src/components/DealerBookingsView.jsx,src/components/BookingViewLayer.jsx:2992; src/components/BookingViewLayer.jsx:3030; src/components/BookServicesLayer.jsx:491; src/components/BookServicesLayer.jsx:542; src/components/DealerBookingsView.jsx:159,axios
PUT,{VITE_APIURL}Supervisor/UpdateSupervisorBooking,"CategoryID, CreatedBy, Default_Price, Description, EstimatedDurationMinutes, IncludeID, IncludeName, IncludePrice, IsActive, PackageName, SkillID, SubCategoryID, TotalPrice, addOnID, basePrice, bookingId, bookingTrackID, completedBy, completedRole, createdBy, dealerID, dealerType, description, gstAmount, gstPercent, id, ids, includes, inspectionDate, inspectionTimeSlot, inspectionType, isActive, is_Completed, labourCharges, leadId, modifiedBy, our_Earnings, percentage, price, quantity, serviceId, serviceName, serviceType, services, statusName, supervisorId, supervisorRole, type",src/components/BookServicesLayer.jsx; src/components/DealerDashboardLayer.jsx,src/components/BookServicesLayer.jsx:1197; src/components/BookServicesLayer.jsx:1287; src/components/DealerDashboardLayer.jsx:288,axios
POST,{VITE_APIURL}Supervisor/UpdateSupervisorBookingIsActive,"AssignedBy, AssingedTimeSlot, BookingID, Role, ServiceType, TechID, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, bookingID, bookingId, bookingIds, cancelledBy, completedBy, completedRole, createdBy, endTimeslot, fieldAdvisorId, ids, is_Completed, lastReworkID, leadId, reason, refundStatus, role, scheduledDate, status, statusName, supervisorHeadId, supervisorID, techID, ticketId, timeSlot, timeslot",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:2614,axios
GET,{VITE_APIURL}Technician,,src/components/LeaveListLayer.jsx,src/components/LeaveListLayer.jsx:32,axios
GET,{VITE_APIURL}Technicians/{TechnicianID},,src/components/CustomerAddLayer.jsx,src/components/CustomerAddLayer.jsx:56,axios
GET,{VITE_APIURL}TechniciansDetails,,src/components/AssignTechnicianLayer.jsx; src/components/BookingLayer.jsx; src/components/BookingReportSortingLayer.jsx; src/components/SupervisorAssignBookingLayer.jsx; src/components/TelecalerAssignBookingLayer.jsx,src/components/AssignTechnicianLayer.jsx:186; src/components/BookingLayer.jsx:159; src/components/BookingReportSortingLayer.jsx:95; src/components/SupervisorAssignBookingLayer.jsx:170; src/components/TelecalerAssignBookingLayer.jsx:65,axios
GET,{VITE_APIURL}TechniciansDetails?role={{localStorage.getItem}}&userId={{localStorage.getItem}},,src/components/TechnicianLayer.jsx,src/components/TechnicianLayer.jsx:32,axios
GET,{VITE_APIURL}TechniciansDetails?role=Admin&userId={{localStorage.getItem}},,src/components/ExpenditureLayer.jsx,src/components/ExpenditureLayer.jsx:125,axios
POST,{VITE_APIURL}TechniciansDetails/InsertTechnicians,"DocumentFiles, DocumentsJson, ProfileImageFile, TechID, {key}",src/components/CustomerAddLayer.jsx; src/components/TechniciansAddLayer.jsx,src/components/CustomerAddLayer.jsx:159; src/components/TechniciansAddLayer.jsx:301,axios
PUT,{VITE_APIURL}TechniciansDetails/InsertTechnicians,,src/components/CustomerAddLayer.jsx,src/components/CustomerAddLayer.jsx:152,axios
GET,{VITE_APIURL}TechniciansDetails/technicianid?technicianid={TechnicianID},,src/components/TechnicianViewLayer.jsx; src/components/TechniciansAddLayer.jsx,src/components/TechniciansAddLayer.jsx:67; src/components/TechnicianViewLayer.jsx:40,axios
PUT,{VITE_APIURL}TechniciansDetails/UpdateTechnicians,"DocumentFiles, DocumentsJson, ProfileImageFile, TechID, {key}",src/components/TechniciansAddLayer.jsx,src/components/TechniciansAddLayer.jsx:295,axios
POST,{VITE_APIURL}Ticket_Assignments,"accountHolderName, accountNumber, bankName, branch, customerId, id, ifscCode, upiId, userId",src/components/TelecalerAssignTicketLayer.jsx; src/components/TicketInnerLayer.jsx,src/components/TelecalerAssignTicketLayer.jsx:328; src/components/TicketInnerLayer.jsx:224,axios
GET,{VITE_APIURL}Ticket_Assignments?assigned_to_emp={userDetails.Id}&RoleId={userDetails.RoleId},,src/components/TelecalerAssignTicketLayer.jsx,src/components/TelecalerAssignTicketLayer.jsx:192,axios
GET,{VITE_APIURL}Tickets,,src/components/TelecalerAssignTicketLayer.jsx; src/components/child/UnitCountSeven.jsx,src/components/child/UnitCountSeven.jsx:66; src/components/TelecalerAssignTicketLayer.jsx:150,axios
POST,{VITE_APIURL}Tickets,"bookingID, custID, description, reasonId, reasonType, status",src/components/TicketsAddLayer.jsx,src/components/TicketsAddLayer.jsx:154,axios
PUT,{VITE_APIURL}Tickets,"Description, Status, TicketTrackId",src/components/TicketInnerLayer.jsx,src/components/TicketInnerLayer.jsx:174; src/components/TicketInnerLayer.jsx:470,axios
GET,{VITE_APIURL}Tickets OR {VITE_APIURL}Ticket_Assignments?RoleId={{localStorage.getItem}}&assigned_to_emp={{localStorage.getItem}},,src/components/TicketsViewLayer.jsx,src/components/TicketsViewLayer.jsx:44; src/components/TicketsViewLayer.jsx:62,axios
PUT,{VITE_APIURL}Tickets/{ticketId}/accept,,src/components/EmployeeTicketViewLayer.jsx,src/components/EmployeeTicketViewLayer.jsx:48,axios
PUT,{VITE_APIURL}Tickets/{ticketId}/reject,reason,src/components/EmployeeTicketViewLayer.jsx,src/components/EmployeeTicketViewLayer.jsx:81,axios
GET,{VITE_APIURL}Tickets/assigned/{{localStorage.getItem}},,src/components/EmployeeTicketViewLayer.jsx,src/components/EmployeeTicketViewLayer.jsx:26,axios
GET,{VITE_APIURL}Tickets/DepartmentId,,src/components/DeptWiseTicketReport.jsx,src/components/DeptWiseTicketReport.jsx:36,axios
GET,{VITE_APIURL}Tickets/EmpId?EmpId={empId},,src/components/EmployeeTicketReportLayer.jsx,src/components/EmployeeTicketReportLayer.jsx:41,axios
GET,{VITE_APIURL}Tickets/EmployeeId,,src/components/DepartmentTicketsLayer.jsx,src/components/DepartmentTicketsLayer.jsx:46,axios
PUT,{VITE_APIURL}Tickets/UpdateTicket?TicketID={TicketID},"bookingID, custID, description, reasonId, reasonType, status",src/components/TicketsAddLayer.jsx,src/components/TicketsAddLayer.jsx:145,axios
GET,{VITE_APIURL}TimeSlot,,src/components/BasicInformationLayer.jsx; src/components/BookServicesLayer.jsx; src/components/BookingTimeSlotLayer.jsx; src/components/BookingViewLayer.jsx; src/components/LeadViewLayer.jsx,src/components/BasicInformationLayer.jsx:222; src/components/BookingTimeSlotLayer.jsx:36; src/components/BookingViewLayer.jsx:771; src/components/BookServicesLayer.jsx:268; src/components/LeadViewLayer.jsx:606,axios
POST,{VITE_APIURL}TimeSlot,"endTime, startTime, status",src/components/BookingTimeSlotLayer.jsx,src/components/BookingTimeSlotLayer.jsx:137,axios
PUT,{VITE_APIURL}TimeSlot,"endTime, startTime, status",src/components/BookingTimeSlotLayer.jsx,src/components/BookingTimeSlotLayer.jsx:132,axios
DELETE,{VITE_APIURL}TimeSlot/{TsID},,src/components/BookingTimeSlotLayer.jsx,src/components/BookingTimeSlotLayer.jsx:177,axios
DELETE,{VITE_APIURL}VehicleBrands/,StateID,src/components/VehicleBrandLayer.jsx,src/components/VehicleBrandLayer.jsx:192,axios
GET,{VITE_APIURL}VehicleBrands/GetFuelTypesByBrand?brandId={brandId},,src/components/ServicePlanPriceAddLayer11.jsx,src/components/ServicePlanPriceAddLayer11.jsx:57,axios
GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,src/components/AddLeadLayer.jsx; src/components/BasicInformationLayer.jsx; src/components/LeadViewLayer.jsx; src/components/ServiceInspectionRequestLayer.jsx; src/components/ServicePlanPriceAddLayer.jsx; src/components/ServicePlanPriceAddLayer11.jsx; src/components/ServicePlanPriceEditLayer.jsx; src/components/VehicleBrandLayer.jsx; src/components/VehicleModelLayer.jsx,src/components/AddLeadLayer.jsx:46; src/components/BasicInformationLayer.jsx:215; src/components/LeadViewLayer.jsx:459; src/components/ServiceInspectionRequestLayer.jsx:196; src/components/ServicePlanPriceAddLayer.jsx:58; src/components/ServicePlanPriceAddLayer11.jsx:108; src/components/ServicePlanPriceEditLayer.jsx:58; src/components/VehicleBrandLayer.jsx:65; src/components/VehicleModelLayer.jsx:71,axios
POST,{VITE_APIURL}VehicleBrands/InsertVehicleBrand,"CreatedBy, ModifiedBy, Status, {key}",src/components/VehicleBrandLayer.jsx,src/components/VehicleBrandLayer.jsx:145,axios
PUT,{VITE_APIURL}VehicleBrands/UpdateVehicleBrand,"CreatedBy, ModifiedBy, Status, {key}",src/components/VehicleBrandLayer.jsx,src/components/VehicleBrandLayer.jsx:142,axios
GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,src/components/AddLeadLayer.jsx; src/components/BasicInformationLayer.jsx; src/components/LeadViewLayer.jsx; src/components/ServiceInspectionRequestLayer.jsx; src/components/ServicePlanPriceAddLayer.jsx; src/components/ServicePlanPriceAddLayer11.jsx; src/components/ServicePlanPriceEditLayer.jsx; src/components/VehicleModelLayer.jsx,src/components/AddLeadLayer.jsx:65; src/components/BasicInformationLayer.jsx:216; src/components/LeadViewLayer.jsx:477; src/components/ServiceInspectionRequestLayer.jsx:197; src/components/ServicePlanPriceAddLayer.jsx:59; src/components/ServicePlanPriceAddLayer11.jsx:109; src/components/ServicePlanPriceEditLayer.jsx:59; src/components/VehicleModelLayer.jsx:60,axios
POST,{VITE_APIURL}VehicleModels/InsertVehicleModel,"ModifiedBy OR CreatedBy, Status, {key}",src/components/VehicleModelLayer.jsx,src/components/VehicleModelLayer.jsx:123,axios
PUT,{VITE_APIURL}VehicleModels/UpdateVehicleModel,"ModifiedBy OR CreatedBy, Status, {key}",src/components/VehicleModelLayer.jsx,src/components/VehicleModelLayer.jsx:122,axios
GET,https://dev-api.mycarsbuddy.com/api/Coupons,,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:4122,axios
GET,https://dev-api.mycarsbuddy.com/api/Feedback/feedback?bookingId={bookingId},,src/components/CompleteServiceReportLayer.jsx,src/components/CompleteServiceReportLayer.jsx:144,axios